,carat,cut,depth,table,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
20630,1.59,5,62.1,55.0,7.47,7.51,4.65,0,0,0,0,0,1,0,0,0,1,0,0,0,8925
20631,1.39,4,62.4,59.0,7.14,7.09,4.44,0,1,0,0,0,0,0,1,0,0,0,0,0,8925
20632,1.36,5,61.0,56.0,7.17,7.2,4.38,0,0,1,0,0,0,0,1,0,0,0,0,0,8927
20633,1.27,3,60.7,61.0,6.97,7.01,4.24,0,1,0,0,0,0,0,0,0,0,1,0,0,8928
20634,1.28,5,61.3,55.0,7.01,7.06,4.31,0,0,0,1,0,0,0,0,0,0,0,1,0,8928
20635,1.2,3,63.3,59.0,6.72,6.64,4.23,0,0,1,0,0,0,0,0,0,0,0,1,0,8928
20636,1.24,3,59.6,59.0,7.0,7.07,4.19,0,1,0,0,0,0,0,0,0,0,1,0,0,8929
20637,1.51,4,62.5,59.0,7.34,7.29,4.57,0,0,0,0,0,1,0,0,0,0,0,0,1,8930
20638,1.51,4,62.9,58.0,7.33,7.21,4.57,0,0,0,0,0,1,0,0,0,0,0,0,1,8930
20639,1.51,4,62.6,59.0,7.33,7.31,4.58,0,0,0,0,0,1,0,0,0,0,0,0,1,8930
20640,1.34,5,62.2,57.0,7.07,6.95,4.36,0,0,0,0,0,0,0,1,0,0,0,0,0,8930
20641,1.5,3,62.9,57.0,7.24,7.28,4.57,0,0,0,1,0,0,0,1,0,0,0,0,0,8931
20642,1.2,5,61.2,57.0,6.54,6.57,4.01,0,0,1,0,0,0,0,0,0,0,0,1,0,8931
20643,1.2,5,62.0,56.0,6.68,6.64,4.13,0,0,1,0,0,0,0,0,0,0,0,0,1,8932
20644,1.5,3,61.5,57.0,7.32,7.37,4.52,0,0,0,1,0,0,0,0,0,0,1,0,0,8936
20645,1.58,4,60.5,58.0,7.57,7.54,4.57,0,0,0,1,0,0,0,0,0,0,1,0,0,8936
20646,1.2,4,63.0,61.0,6.62,6.59,4.16,0,0,1,0,0,0,0,0,0,1,0,0,0,8938
20647,1.52,1,56.3,64.0,7.68,7.62,4.31,0,1,0,0,0,0,0,0,1,0,0,0,0,8938
20648,1.52,3,63.3,61.0,7.27,7.23,4.59,0,0,0,0,1,0,0,0,0,0,1,0,0,8938
20649,1.2,3,62.9,59.0,6.37,6.42,4.02,0,1,0,0,0,0,0,0,0,0,0,0,1,8940
20650,1.27,3,62.5,57.0,6.86,6.91,4.3,0,0,1,0,0,0,0,0,0,0,0,0,1,8941
20651,1.25,3,62.2,57.0,6.84,6.88,4.27,0,0,1,0,0,0,0,0,0,0,1,0,0,8941
20652,1.26,5,61.8,56.0,6.9,6.93,4.28,0,0,0,1,0,0,0,0,0,0,0,0,1,8941
20653,1.2,2,63.5,57.0,6.32,6.35,4.02,0,0,0,0,0,0,0,0,0,0,0,0,1,8943
20654,1.2,2,63.7,57.0,6.29,6.36,4.03,0,0,0,0,0,0,0,0,0,0,0,0,1,8943
20655,1.53,5,62.4,54.0,7.34,7.38,4.59,0,0,0,0,0,1,0,0,0,1,0,0,0,8943
20656,1.2,4,62.5,58.0,6.46,6.37,4.01,0,1,0,0,0,0,0,0,0,0,0,0,1,8946
20657,1.2,5,60.7,55.0,6.6,6.65,4.02,0,0,1,0,0,0,0,0,0,0,0,1,0,8946
20658,1.2,5,61.7,55.0,6.74,6.77,4.17,0,0,1,0,0,0,0,0,0,0,0,0,1,8947
20659,2.01,3,59.3,63.0,8.28,8.22,4.89,0,0,0,0,0,1,0,0,1,0,0,0,0,8949
20661,1.21,5,61.3,56.0,6.85,6.89,4.21,0,0,0,1,0,0,0,0,0,0,0,0,1,8950
20662,1.22,4,59.6,60.0,6.97,6.95,4.15,0,0,0,0,0,0,0,0,0,0,1,0,0,8950
20663,1.39,3,59.5,61.0,7.27,7.33,4.34,0,0,0,1,0,0,0,0,0,0,1,0,0,8951
20664,1.51,5,61.9,56.0,7.31,7.36,4.54,0,0,0,1,0,0,0,0,1,0,0,0,0,8951
20665,1.51,2,62.2,59.0,7.19,7.3,4.51,0,0,0,0,1,0,0,0,0,0,1,0,0,8951
20666,1.51,3,63.0,60.0,7.25,7.3,4.58,0,0,0,0,1,0,0,0,0,0,1,0,0,8952
20667,1.33,3,61.7,59.0,7.04,7.09,4.36,0,0,1,0,0,0,0,0,0,0,1,0,0,8953
20668,1.2,5,61.1,55.0,6.74,6.78,4.13,0,1,0,0,0,0,0,0,0,1,0,0,0,8953
20669,1.2,5,62.1,57.0,6.5,6.54,4.05,0,1,0,0,0,0,0,0,0,0,0,0,1,8954
20670,1.56,4,58.8,59.0,7.64,7.6,4.48,0,0,0,1,0,0,0,0,1,0,0,0,0,8954
20671,1.64,1,63.1,60.0,7.58,7.5,4.75,1,0,0,0,0,0,0,0,1,0,0,0,0,8954
20672,1.3,5,61.5,55.0,7.07,7.03,4.34,0,0,0,1,0,0,0,0,0,0,0,0,1,8954
20674,1.2,5,62.3,57.0,6.43,6.5,4.03,0,0,1,0,0,0,1,0,0,0,0,0,0,8955
20678,1.23,4,60.8,59.0,6.9,6.94,4.21,0,1,0,0,0,0,0,0,0,0,1,0,0,8959
20679,1.2,5,62.0,56.0,6.58,6.61,4.09,0,0,0,0,0,0,0,0,0,0,1,0,0,8959
20680,1.55,5,59.5,60.0,7.53,7.56,4.49,0,0,0,0,0,1,0,0,0,1,0,0,0,8959
20681,1.26,5,61.0,57.0,6.97,7.03,4.27,0,0,0,1,0,0,0,0,0,1,0,0,0,8959
20683,1.2,3,60.9,57.0,6.68,6.79,4.1,0,0,1,0,0,0,1,0,0,0,0,0,0,8962
20684,1.2,4,62.8,59.0,6.78,6.69,4.23,0,1,0,0,0,0,0,0,0,0,1,0,0,8964
20685,1.54,4,61.5,61.0,7.42,7.35,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,8969
20686,1.21,3,62.6,59.0,6.72,6.79,4.23,0,0,0,0,0,0,0,0,0,0,1,0,0,8969
20687,1.54,4,60.8,61.0,7.48,7.41,4.53,0,0,0,0,1,0,0,1,0,0,0,0,0,8969
20688,1.54,4,62.4,57.0,7.39,7.36,4.6,0,0,1,0,0,0,0,0,1,0,0,0,0,8969
20689,1.43,5,62.6,57.0,7.18,7.14,4.48,0,0,1,0,0,0,0,1,0,0,0,0,0,8969
20690,1.23,5,61.4,56.0,6.91,6.96,4.26,0,0,1,0,0,0,0,0,0,1,0,0,0,8970
20691,1.2,5,61.5,57.0,6.62,6.65,4.08,0,0,1,0,0,0,0,0,0,0,0,0,1,8970
20692,1.23,4,59.6,59.0,6.98,6.95,4.15,0,0,1,0,0,0,0,0,0,0,0,0,1,8971
20695,1.2,5,61.9,57.0,6.5,6.46,4.01,1,0,0,0,0,0,0,0,0,0,0,0,1,8972
20696,1.51,3,61.7,54.0,7.37,7.41,4.56,0,0,1,0,0,0,0,0,1,0,0,0,0,8973
20697,1.2,2,59.6,56.0,6.8,6.85,4.07,0,0,1,0,0,0,1,0,0,0,0,0,0,8973
20698,1.5,3,60.1,60.0,7.38,7.35,4.43,0,0,0,0,1,0,0,0,0,0,1,0,0,8974
20699,1.22,3,61.9,58.0,6.84,6.85,4.24,0,0,1,0,0,0,0,0,0,0,0,0,1,8975
20730,1.51,2,65.9,56.0,7.02,7.09,4.65,0,0,0,0,1,0,0,0,0,1,0,0,0,8975
20731,1.51,2,64.0,60.0,7.1,7.19,4.57,0,0,0,0,1,0,0,0,0,1,0,0,0,8975
20732,1.59,5,60.5,55.0,7.62,7.55,4.59,0,0,0,0,1,0,0,0,1,0,0,0,0,8975
20733,1.59,5,61.6,55.0,7.48,7.45,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,8975
20734,1.2,2,63.3,55.0,6.36,6.41,4.04,1,0,0,0,0,0,0,0,0,0,0,0,1,8976
20735,1.2,5,60.7,57.0,6.66,6.7,4.05,0,1,0,0,0,0,0,0,0,0,1,0,0,8977
20736,1.36,5,60.9,56.0,7.15,7.16,4.36,0,0,1,0,0,0,0,1,0,0,0,0,0,8977
20737,1.4,5,63.0,56.0,7.13,7.07,4.47,0,0,0,1,0,0,0,0,0,0,1,0,0,8977
20738,1.61,4,62.0,58.0,7.46,7.51,4.64,0,0,0,0,1,0,0,1,0,0,0,0,0,8978
20740,1.31,4,60.3,59.0,7.12,7.08,4.28,0,0,1,0,0,0,0,0,0,0,1,0,0,8979
20741,1.55,5,60.5,60.0,7.46,7.49,4.52,0,0,1,0,0,0,0,0,1,0,0,0,0,8981
20742,1.51,5,62.0,55.0,7.42,7.31,4.57,0,0,0,0,0,1,0,1,0,0,0,0,0,8981
20743,1.53,5,62.4,57.0,7.33,7.37,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,8981
20744,1.2,5,62.4,56.0,6.49,6.52,4.06,1,0,0,0,0,0,0,0,0,0,0,0,1,8982
20745,1.2,3,62.6,59.0,6.64,6.71,4.18,0,1,0,0,0,0,0,0,0,1,0,0,0,8983
20746,1.24,5,61.7,53.0,6.93,6.9,4.27,0,1,0,0,0,0,0,0,0,0,1,0,0,8983
20747,1.21,5,61.4,56.0,6.9,6.84,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,8985
20748,1.5,4,62.7,56.0,7.38,7.33,4.61,1,0,0,0,0,0,0,0,1,0,0,0,0,8988
20749,1.36,5,61.5,56.0,7.12,7.16,4.39,0,0,0,1,0,0,0,1,0,0,0,0,0,8989
20751,1.2,2,62.3,57.0,6.74,6.78,4.21,0,1,0,0,0,0,0,0,0,0,1,0,0,8990
20752,1.2,5,61.3,56.0,6.7,6.72,4.11,1,0,0,0,0,0,0,0,0,1,0,0,0,8991
20753,1.59,3,61.1,57.0,7.48,7.54,4.59,1,0,0,0,0,0,0,0,1,0,0,0,0,8994
20754,1.2,2,61.1,61.0,6.86,6.83,4.18,0,0,1,0,0,0,0,0,0,0,0,0,1,8995
20755,1.53,4,58.9,59.0,7.63,7.55,4.47,1,0,0,0,0,0,0,0,1,0,0,0,0,8996
20756,1.53,1,57.7,69.0,7.6,7.51,4.36,0,0,0,0,1,0,0,0,0,0,1,0,0,8996
20757,1.51,4,62.3,60.0,7.35,7.29,4.56,0,0,0,0,1,0,0,0,0,0,1,0,0,8997
20758,1.2,3,61.5,55.0,6.48,6.57,4.01,0,1,0,0,0,0,0,0,0,0,0,0,1,8998
20759,1.2,5,60.0,58.0,6.66,6.7,4.01,1,0,0,0,0,0,0,0,0,1,0,0,0,8998
20760,1.2,4,61.0,59.0,6.66,6.61,4.05,0,0,0,0,0,0,0,0,0,1,0,0,0,8999
20762,1.53,3,62.9,56.0,7.25,7.31,4.58,0,0,0,0,0,0,0,0,1,0,0,0,0,9001
20764,1.22,5,60.7,57.0,6.93,6.94,4.21,0,0,1,0,0,0,0,0,0,1,0,0,0,9002
20765,1.21,4,60.1,61.0,6.92,6.85,4.14,0,0,1,0,0,0,0,0,0,0,0,1,0,9003
20766,1.61,2,63.8,62.0,7.35,7.38,4.7,0,0,0,1,0,0,0,0,1,0,0,0,0,9005
20768,1.2,3,61.8,58.0,6.75,6.78,4.18,0,1,0,0,0,0,0,0,0,0,1,0,0,9007
20769,1.2,5,61.8,56.0,6.67,6.69,4.13,0,1,0,0,0,0,0,0,0,1,0,0,0,9007
20770,1.25,4,61.8,58.0,6.91,6.94,4.28,0,0,1,0,0,0,0,0,0,1,0,0,0,9009
20771,1.5,3,58.7,57.0,7.42,7.48,4.37,0,0,0,0,0,0,0,0,1,0,0,0,0,9009
20772,1.2,5,62.2,57.0,6.77,6.81,4.22,0,0,1,0,0,0,0,0,0,0,0,1,0,9009
20773,1.2,2,63.2,56.0,6.33,6.39,4.02,0,1,0,0,0,0,0,0,0,0,0,1,0,9012
20774,1.2,5,62.5,56.0,6.52,6.48,4.06,0,0,1,0,0,0,1,0,0,0,0,0,0,9012
20777,1.2,5,61.0,56.0,6.74,6.76,4.12,0,0,1,0,0,0,0,0,0,0,0,0,1,9013
20778,1.2,4,62.1,52.0,6.5,6.45,4.02,0,1,0,0,0,0,0,0,0,0,0,0,1,9013
20780,1.52,4,62.5,58.0,7.37,7.34,4.6,0,0,0,0,0,1,0,0,0,1,0,0,0,9014
20781,1.23,4,59.6,58.0,7.02,6.94,4.16,0,1,0,0,0,0,0,0,0,0,1,0,0,9016
20782,1.6,4,62.1,60.0,7.54,7.49,4.66,0,0,0,1,0,0,0,1,0,0,0,0,0,9017
20783,1.53,4,62.6,57.0,7.38,7.29,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,9022
20784,1.2,3,60.7,56.0,6.77,6.83,4.13,0,0,1,0,0,0,0,0,0,0,0,1,0,9023
20785,1.2,4,60.8,58.0,6.77,6.74,4.11,0,0,1,0,0,0,0,0,0,0,0,1,0,9025
20786,1.21,5,62.2,56.0,6.87,6.85,4.26,0,0,1,0,0,0,0,0,0,1,0,0,0,9026
20787,1.55,4,62.5,60.0,7.35,7.33,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,9027
20788,1.52,4,60.8,60.0,7.36,7.42,4.49,1,0,0,0,0,0,0,0,1,0,0,0,0,9028
20789,1.5,2,61.2,63.0,7.33,7.41,4.51,0,1,0,0,0,0,0,0,1,0,0,0,0,9028
20790,1.52,2,58.2,60.0,7.52,7.63,4.41,0,1,0,0,0,0,0,0,1,0,0,0,0,9028
20791,1.2,5,62.1,54.0,6.66,6.73,4.16,0,1,0,0,0,0,0,0,0,1,0,0,0,9030
20792,1.52,3,63.2,58.0,7.31,7.25,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,9030
20793,1.52,3,61.2,63.0,7.39,7.31,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,9030
20794,1.23,5,62.0,56.0,6.92,6.86,4.27,0,0,1,0,0,0,0,0,0,1,0,0,0,9030
20795,1.25,5,62.4,55.0,6.93,6.86,4.3,0,0,1,0,0,0,0,0,0,0,1,0,0,9030
20796,1.26,5,61.2,57.0,7.03,6.95,4.28,0,0,1,0,0,0,0,0,0,1,0,0,0,9032
20797,1.28,4,62.2,59.0,6.94,6.89,4.3,0,0,1,0,0,0,0,0,0,0,1,0,0,9032
20798,1.6,4,61.3,59.0,7.52,7.49,4.6,0,0,0,0,0,1,0,0,0,1,0,0,0,9032
20799,1.2,5,61.9,57.0,6.52,6.5,4.03,0,1,0,0,0,0,0,0,0,0,0,0,1,9032
20800,1.2,5,62.9,53.0,6.86,6.81,4.3,0,1,0,0,0,0,0,0,0,1,0,0,0,9032
20801,1.5,3,62.8,58.0,7.17,7.23,4.52,0,0,0,0,1,0,0,0,0,1,0,0,0,9033
20802,1.62,3,61.2,61.0,7.53,7.6,4.63,0,0,0,0,0,0,0,0,1,0,0,0,0,9034
20803,1.5,3,61.4,57.0,7.27,7.33,4.48,0,0,0,1,0,0,0,1,0,0,0,0,0,9035
20804,1.2,5,61.3,57.0,6.62,6.59,4.05,0,0,1,0,0,0,1,0,0,0,0,0,0,9035
20805,2.16,5,61.0,57.0,8.4,8.32,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,9036
20806,1.58,3,60.0,53.0,7.59,7.64,4.57,0,0,1,0,0,0,0,0,1,0,0,0,0,9037
20807,1.2,5,61.0,56.0,6.75,6.8,4.13,0,0,1,0,0,0,0,0,0,0,0,1,0,9037
20808,1.23,4,61.7,57.0,6.87,6.84,4.23,1,0,0,0,0,0,0,0,0,0,1,0,0,9037
20809,1.91,4,61.9,58.0,7.9,7.84,4.87,0,0,1,0,0,0,0,0,1,0,0,0,0,9038
20810,1.2,5,61.7,55.0,6.92,6.88,4.26,0,0,1,0,0,0,0,0,0,1,0,0,0,9038
20813,1.2,5,61.8,57.0,6.55,6.59,4.06,0,0,0,1,0,0,0,0,0,0,0,1,0,9041
20814,1.55,4,58.4,61.0,7.64,7.59,4.45,0,0,0,1,0,0,0,0,0,1,0,0,0,9041
20816,1.55,5,62.0,58.0,7.44,7.39,4.6,0,0,0,1,0,0,0,0,1,0,0,0,0,9044
20817,1.55,1,64.6,58.0,7.28,7.21,4.68,0,0,0,1,0,0,0,0,1,0,0,0,0,9045
20818,1.37,3,62.0,59.0,7.08,7.12,4.4,0,0,0,1,0,0,0,0,0,1,0,0,0,9046
20819,1.2,5,61.2,57.0,6.65,6.72,4.09,0,0,1,0,0,0,0,0,0,0,0,1,0,9049
20820,1.2,3,60.5,55.7,6.7,6.76,4.07,0,0,1,0,0,0,0,0,0,0,0,0,1,9050
20823,1.3,4,60.9,60.0,6.99,7.04,4.27,0,0,1,0,0,0,0,0,0,0,1,0,0,9051
20824,1.2,5,61.6,56.0,6.62,6.69,4.1,0,0,1,0,0,0,0,0,0,0,0,0,1,9051
20825,1.76,3,60.9,60.0,7.79,7.83,4.76,0,0,0,0,0,1,0,0,1,0,0,0,0,9053
20826,1.2,3,59.8,56.0,6.75,6.82,4.06,0,0,1,0,0,0,1,0,0,0,0,0,0,9053
20827,1.5,4,62.5,59.0,7.3,7.26,4.55,0,0,0,0,1,0,0,0,0,0,1,0,0,9055
20828,1.54,4,61.1,58.0,7.47,7.36,4.53,0,1,0,0,0,0,0,0,1,0,0,0,0,9055
20829,1.2,5,61.8,56.0,6.66,6.7,4.13,0,1,0,0,0,0,0,0,0,0,1,0,0,9057
20830,1.52,5,61.2,57.0,7.45,7.39,4.54,0,1,0,0,0,0,0,0,1,0,0,0,0,9057
20831,1.52,4,59.0,59.0,7.53,7.46,4.42,0,0,0,0,1,0,0,0,0,0,1,0,0,9057
20832,1.51,3,62.8,59.0,7.24,7.31,4.57,1,0,0,0,0,0,0,0,1,0,0,0,0,9058
20833,1.3,5,61.9,55.0,7.01,7.04,4.35,0,0,1,0,0,0,0,0,0,0,1,0,0,9060
20837,1.52,5,61.2,55.4,7.38,7.45,4.54,0,0,0,0,1,0,0,1,0,0,0,0,0,9067
20838,2.28,2,63.6,57.0,8.37,8.32,5.31,0,0,0,0,0,1,0,0,1,0,0,0,0,9068
20839,1.2,3,63.2,58.0,6.68,6.61,4.2,0,0,1,0,0,0,0,0,0,0,0,0,1,9068
20840,1.51,2,63.9,59.0,7.18,7.26,4.61,0,0,0,0,1,0,0,1,0,0,0,0,0,9069
20841,1.51,5,62.6,56.0,7.27,7.32,4.57,0,0,0,0,1,0,0,0,0,0,1,0,0,9069
20842,1.51,3,62.4,56.0,7.25,7.29,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,9069
20843,1.51,2,62.1,60.0,7.25,7.3,4.52,0,0,0,0,0,0,0,0,1,0,0,0,0,9069
20844,1.2,5,61.4,57.0,6.76,6.72,4.14,0,1,0,0,0,0,0,0,0,0,0,0,1,9070
20845,1.78,2,63.8,57.0,7.73,7.62,4.9,0,0,1,0,0,0,0,0,1,0,0,0,0,9071
20846,1.26,3,61.4,59.0,6.86,6.96,4.24,0,1,0,0,0,0,0,0,0,0,1,0,0,9071
20847,1.5,4,61.8,59.0,7.29,7.21,4.48,0,0,1,0,0,0,0,0,1,0,0,0,0,9072
20848,1.5,2,63.9,58.0,7.26,7.21,4.62,1,0,0,0,0,0,0,0,1,0,0,0,0,9072
20849,1.5,4,63.0,59.0,7.24,7.18,4.54,1,0,0,0,0,0,0,0,1,0,0,0,0,9072
20850,1.5,4,62.4,62.0,7.29,7.21,4.53,1,0,0,0,0,0,0,0,1,0,0,0,0,9072
20851,2.25,5,61.4,54.0,8.52,8.46,5.21,1,0,0,0,0,0,0,0,0,0,0,0,0,9072
20852,1.24,5,61.4,57.0,6.98,6.86,4.25,0,1,0,0,0,0,0,0,0,0,1,0,0,9073
20853,1.2,5,61.7,55.0,6.68,6.71,4.13,0,1,0,0,0,0,0,0,0,1,0,0,0,9074
20854,1.2,5,60.5,57.0,6.78,6.83,4.12,0,0,1,0,0,0,0,0,0,0,0,1,0,9075
20856,1.57,3,58.6,62.0,7.71,7.64,4.5,0,0,0,1,0,0,0,0,1,0,0,0,0,9077
20858,1.2,5,61.8,57.0,6.55,6.58,4.06,0,0,0,0,0,0,0,0,0,1,0,0,0,9077
20859,1.26,5,61.6,56.0,6.96,7.03,4.31,0,0,1,0,0,0,0,0,0,1,0,0,0,9078
20860,2.17,4,60.7,59.0,8.43,8.35,5.09,0,1,0,0,0,0,0,0,0,0,0,0,0,9078
20861,1.54,4,60.3,60.0,7.47,7.45,4.5,0,0,0,1,0,0,0,0,0,0,1,0,0,9081
20862,1.56,5,62.4,55.0,7.39,7.48,4.64,0,0,0,1,0,0,0,0,1,0,0,0,0,9081
20863,1.59,4,60.5,59.0,7.59,7.55,4.58,1,0,0,0,0,0,0,0,1,0,0,0,0,9082
20864,1.2,4,61.8,58.0,6.54,6.5,4.03,0,1,0,0,0,0,0,0,0,0,0,0,1,9082
20865,1.31,4,61.3,58.0,7.05,7.01,4.31,0,0,1,0,0,0,0,0,0,0,1,0,0,9085
20866,1.31,5,61.9,56.0,7.08,7.05,4.37,0,0,1,0,0,0,0,0,0,0,1,0,0,9085
20867,1.27,4,61.2,59.0,7.02,6.97,4.28,1,0,0,0,0,0,0,0,0,0,1,0,0,9086
20868,1.41,2,63.8,60.0,7.04,7.12,4.52,0,0,0,1,0,0,0,0,0,0,1,0,0,9088
20870,1.63,3,62.0,54.0,7.6,7.67,4.73,0,0,0,0,1,0,0,1,0,0,0,0,0,9090
20871,1.2,5,61.7,56.0,6.67,6.71,4.13,0,0,1,0,0,0,0,0,0,1,0,0,0,9090
20872,1.2,5,61.8,57.0,6.67,6.7,4.12,0,0,1,0,0,0,0,0,0,1,0,0,0,9090
20873,1.2,5,62.1,54.0,6.52,6.55,4.06,0,1,0,0,0,0,0,0,0,0,0,0,1,9092
20874,1.2,5,61.3,57.0,6.54,6.57,4.02,1,0,0,0,0,0,0,0,0,0,1,0,0,9092
20875,1.59,3,61.7,59.0,7.41,7.46,4.59,0,0,1,0,0,0,0,0,1,0,0,0,0,9094
20876,1.2,5,61.1,57.0,6.78,6.84,4.16,0,0,1,0,0,0,0,0,0,0,0,1,0,9095
20877,2.02,1,67.5,59.0,7.76,7.65,5.2,0,0,0,0,0,1,0,0,1,0,0,0,0,9095
20878,1.57,5,62.0,59.0,7.41,7.45,4.61,0,0,0,0,1,0,0,1,0,0,0,0,0,9095
20879,1.59,2,63.6,57.0,7.43,7.39,4.71,0,1,0,0,0,0,0,0,1,0,0,0,0,9100
20880,1.2,4,62.9,59.0,6.42,6.37,4.02,0,1,0,0,0,0,0,0,0,0,0,0,1,9103
20881,1.5,5,62.4,57.0,7.29,7.33,4.56,0,0,0,1,0,0,0,0,1,0,0,0,0,9104
20882,1.51,5,61.2,56.1,7.39,7.41,4.53,0,0,1,0,0,0,0,0,1,0,0,0,0,9104
20883,1.73,4,60.7,58.0,7.73,7.78,4.71,0,0,0,0,0,1,0,1,0,0,0,0,0,9105
20884,1.29,3,62.3,58.0,6.98,7.01,4.36,0,0,1,0,0,0,0,0,0,1,0,0,0,9105
20885,1.62,4,61.6,60.0,7.52,7.55,4.64,0,1,0,0,0,0,0,0,1,0,0,0,0,9106
20886,1.21,4,61.6,59.0,6.84,6.77,4.19,0,1,0,0,0,0,0,0,0,1,0,0,0,9107
20887,1.51,3,62.3,58.0,7.31,7.35,4.57,0,0,0,1,0,0,0,0,1,0,0,0,0,9107
20888,1.52,4,62.6,59.0,7.34,7.19,4.55,0,0,0,0,1,0,0,0,0,0,1,0,0,9108
20889,1.2,5,61.7,55.0,6.77,6.74,4.17,0,0,1,0,0,0,0,0,0,0,0,0,1,9110
20890,1.24,5,62.9,56.0,6.84,6.79,4.29,1,0,0,0,0,0,0,0,0,0,1,0,0,9111
20891,1.2,5,62.2,56.0,6.46,6.53,4.04,0,1,0,0,0,0,0,0,0,0,0,0,1,9115
20892,1.71,4,61.5,58.0,7.74,7.54,4.7,0,0,0,0,1,0,0,0,0,0,1,0,0,9116
20893,1.5,2,63.1,57.0,7.25,7.29,4.59,0,0,1,0,0,0,0,0,1,0,0,0,0,9116
20894,1.25,3,60.7,56.0,6.93,7.01,4.23,0,0,1,0,0,0,0,0,0,1,0,0,0,9116
20895,1.51,1,58.8,62.0,7.57,7.51,4.43,0,0,0,0,1,0,0,0,0,0,1,0,0,9116
20896,1.23,5,61.8,58.0,6.85,6.9,4.25,0,0,1,0,0,0,0,0,0,1,0,0,0,9116
20897,1.51,4,63.0,60.0,7.3,7.25,4.58,0,0,0,0,1,0,0,0,0,0,1,0,0,9116
20898,1.51,2,63.7,58.0,7.23,7.21,4.6,0,0,0,0,1,0,0,0,0,0,1,0,0,9116
20899,1.53,5,62.1,55.0,7.43,7.35,4.59,0,0,0,0,1,0,0,0,0,0,1,0,0,9116
20900,1.2,5,61.1,55.0,6.78,6.74,4.13,0,1,0,0,0,0,0,0,0,1,0,0,0,9116
20901,1.55,5,62.3,54.8,7.37,7.39,4.61,0,0,0,0,1,0,0,1,0,0,0,0,0,9117
20902,1.5,3,58.2,60.0,7.5,7.58,4.39,0,0,0,0,1,0,0,0,0,0,1,0,0,9118
20903,1.2,5,62.1,57.0,6.54,6.5,4.05,0,1,0,0,0,0,0,0,0,0,0,0,1,9118
20904,1.23,5,61.2,56.0,6.92,6.98,4.25,0,0,1,0,0,0,0,0,0,1,0,0,0,9119
20905,1.3,4,62.5,58.0,6.97,6.93,4.36,0,0,1,0,0,0,0,0,0,0,1,0,0,9120
20906,1.56,4,60.5,59.0,7.54,7.49,4.55,0,1,0,0,0,0,0,1,0,0,0,0,0,9120
20907,1.79,2,57.8,59.0,8.07,7.94,4.63,0,0,1,0,0,0,0,0,1,0,0,0,0,9122
20908,1.23,4,60.8,59.0,6.94,6.9,4.21,0,1,0,0,0,0,0,0,0,0,1,0,0,9122
20909,1.66,3,58.5,62.0,7.73,7.79,4.54,0,0,1,0,0,0,0,0,1,0,0,0,0,9123
20910,1.24,5,60.1,58.0,7.03,6.97,4.21,0,0,1,0,0,0,0,0,0,1,0,0,0,9123
20911,1.52,5,61.9,56.0,7.37,7.42,4.58,0,0,0,0,1,0,0,1,0,0,0,0,0,9124
20912,1.2,4,60.9,57.0,6.79,6.68,4.1,0,0,1,0,0,0,1,0,0,0,0,0,0,9126
20913,1.34,3,60.7,59.0,7.04,7.07,4.28,0,0,1,0,0,0,0,0,0,0,1,0,0,9127
20914,1.52,3,62.8,62.0,7.23,7.29,4.56,0,0,0,0,1,0,0,1,0,0,0,0,0,9129
20915,1.52,2,64.0,58.0,7.2,7.27,4.63,0,0,0,0,1,0,0,1,0,0,0,0,0,9129
20916,1.2,5,61.9,53.0,6.52,6.54,4.04,0,1,0,0,0,0,0,0,0,0,0,0,1,9131
20917,1.2,5,62.1,55.0,6.47,6.5,4.03,0,1,0,0,0,0,0,0,0,0,0,0,1,9131
20918,1.49,5,62.4,56.0,7.28,7.24,4.53,0,0,0,1,0,0,0,1,0,0,0,0,0,9132
20919,1.23,5,61.4,56.0,6.96,6.91,4.26,0,0,1,0,0,0,0,0,0,1,0,0,0,9133
20920,1.2,4,61.6,58.0,6.77,6.8,4.18,0,0,1,0,0,0,0,0,0,0,0,0,1,9137
20921,1.2,3,63.5,58.0,6.68,6.71,4.25,0,0,0,0,0,0,0,0,0,0,1,0,0,9138
20922,1.2,5,61.5,57.0,6.51,6.57,4.02,0,1,0,0,0,0,0,0,0,0,0,0,1,9138
20923,1.2,5,61.8,55.0,6.63,6.67,4.11,0,1,0,0,0,0,0,0,0,0,1,0,0,9138
20924,1.2,4,62.7,59.0,6.7,6.67,4.19,1,0,0,0,0,0,0,0,0,0,1,0,0,9139
20925,1.2,4,63.0,58.0,6.75,6.71,4.24,1,0,0,0,0,0,0,0,0,0,1,0,0,9139
